entityName,metric.type,metric.count,metric.amount,year,quarter,state
bilaspur,TOTAL,1745292,2896159000.806561,2020,3,chhattisgarh
janjgir champa,TOTAL,1514440,2490630273.0855575,2020,3,chhattisgarh
raigarh,TOTAL,1433072,2458680204.786009,2020,3,chhattisgarh
korba,TOTAL,1244497,2009501714.6041925,2020,3,chhattisgarh
rajnandgaon,TOTAL,877383,1486830890.3385725,2020,3,chhattisgarh
baloda bazar,TOTAL,771002,1235479975.3188782,2020,3,chhattisgarh
mahasamund,TOTAL,711477,1292683804.8464177,2020,3,chhattisgarh
surguja,TOTAL,707337,1327658513.4476824,2020,3,chhattisgarh
492009,TOTAL,1857300,4069532117.927307,2020,3,chhattisgarh
492001,TOTAL,981812,1565413199.4368353,2020,3,chhattisgarh
495001,TOTAL,696692,1191326273.0870118,2020,3,chhattisgarh
497001,TOTAL,513473,988159635.3272357,2020,3,chhattisgarh
491001,TOTAL,469652,707693501.9197738,2020,3,chhattisgarh
490023,TOTAL,463152,643696441.4135771,2020,3,chhattisgarh
490006,TOTAL,409697,538137939.7460059,2020,3,chhattisgarh
491441,TOTAL,370246,639299659.904967,2020,3,chhattisgarh
496005,TOTAL,354221,689205706.4188439,2020,3,chhattisgarh
495660,TOTAL,318783,578159036.7380313,2020,3,chhattisgarh
raipur,TOTAL,8570997,14747848599.14896,2020,4,chhattisgarh
durg,TOTAL,4913427,7302773368.858854,2020,4,chhattisgarh
bilaspur,TOTAL,2837963,4829260316.92908,2020,4,chhattisgarh
janjgir champa,TOTAL,2192318,3743676244.6136427,2020,4,chhattisgarh
raigarh,TOTAL,2064164,3637725480.8909154,2020,4,chhattisgarh
korba,TOTAL,1984429,3184943428.38221,2020,4,chhattisgarh
rajnandgaon,TOTAL,1290120,2254466252.901078,2020,4,chhattisgarh
surguja,TOTAL,1086420,2064653403.7490907,2020,4,chhattisgarh
baloda bazar,TOTAL,1079166,1896871501.902258,2020,4,chhattisgarh
mahasamund,TOTAL,1034749,1951224040.2379332,2020,4,chhattisgarh
492009,TOTAL,1955063,3901827452.842137,2020,4,chhattisgarh
492001,TOTAL,1727068,2811515596.805071,2020,4,chhattisgarh
495001,TOTAL,1213230,2066193700.6311502,2020,4,chhattisgarh
497001,TOTAL,828474,1614662483.7276986,2020,4,chhattisgarh
490023,TOTAL,778245,1122723104.3727932,2020,4,chhattisgarh
491001,TOTAL,772474,1206813518.7601233,2020,4,chhattisgarh
490006,TOTAL,699714,884676392.8043678,2020,4,chhattisgarh
491441,TOTAL,569298,1008624236.4577057,2020,4,chhattisgarh
496005,TOTAL,519415,1028834647.3652802,2020,4,chhattisgarh
495450,TOTAL,510869,865967961.4661187,2020,4,chhattisgarh
raipur,TOTAL,10625343,17249749779.092148,2021,1,chhattisgarh
durg,TOTAL,5455260,7697855739.555682,2021,1,chhattisgarh
bilaspur,TOTAL,3400745,5548981180.581254,2021,1,chhattisgarh
janjgir champa,TOTAL,2237748,4086540675.2864065,2021,1,chhattisgarh
raigarh,TOTAL,2237708,4233022686.648001,2021,1,chhattisgarh
korba,TOTAL,2152362,3547673112.8294754,2021,1,chhattisgarh
rajnandgaon,TOTAL,1390205,2509162848.912773,2021,1,chhattisgarh
surguja,TOTAL,1195343,2299690489.114688,2021,1,chhattisgarh
baloda bazar,TOTAL,1102370,2084677637.5493598,2021,1,chhattisgarh
mahasamund,TOTAL,1084511,2220399814.3984013,2021,1,chhattisgarh
492009,TOTAL,3152697,5281456698.639032,2021,1,chhattisgarh
492001,TOTAL,2062104,3156983782.7872276,2021,1,chhattisgarh
495001,TOTAL,1558405,2376898658.800415,2021,1,chhattisgarh
497001,TOTAL,957928,1823147805.7569232,2021,1,chhattisgarh
491001,TOTAL,872723,1294441361.2765474,2021,1,chhattisgarh
490023,TOTAL,869244,1154015806.2811897,2021,1,chhattisgarh
490006,TOTAL,774112,914211871.5270494,2021,1,chhattisgarh
491441,TOTAL,653315,1122704843.7664142,2021,1,chhattisgarh
495450,TOTAL,595796,973484691.251247,2021,1,chhattisgarh
496005,TOTAL,593116,1184774545.5928895,2021,1,chhattisgarh
raipur,TOTAL,10882417,18678914879.009037,2021,2,chhattisgarh
durg,TOTAL,5360198,8406607059.064627,2021,2,chhattisgarh
bilaspur,TOTAL,3617926,6128946520.089718,2021,2,chhattisgarh
janjgir champa,TOTAL,2835495,4781785298.469424,2021,2,chhattisgarh
raigarh,TOTAL,2634959,4606676921.965151,2021,2,chhattisgarh
korba,TOTAL,2556656,4078628168.159371,2021,2,chhattisgarh
rajnandgaon,TOTAL,1698948,3047951973.381322,2021,2,chhattisgarh
baloda bazar,TOTAL,1461126,2578930313.1679645,2021,2,chhattisgarh
mahasamund,TOTAL,1375779,2609044564.352538,2021,2,chhattisgarh
surguja,TOTAL,1332917,2575596438.475781,2021,2,chhattisgarh
492009,TOTAL,3531665,6237261109.571448,2021,2,chhattisgarh
492001,TOTAL,1790662,3080777232.7858667,2021,2,chhattisgarh
495001,TOTAL,1455312,2510462991.251886,2021,2,chhattisgarh
497001,TOTAL,1031909,2008561517.648296,2021,2,chhattisgarh
491001,TOTAL,837157,1364714087.7809932,2021,2,chhattisgarh
490023,TOTAL,763575,1174072727.567776,2021,2,chhattisgarh
491441,TOTAL,740582,1310602405.6028762,2021,2,chhattisgarh
495450,TOTAL,704041,1132961727.260648,2021,2,chhattisgarh
490006,TOTAL,668949,946046519.1898482,2021,2,chhattisgarh
496005,TOTAL,645183,1216389122.6233206,2021,2,chhattisgarh
raipur,TOTAL,17276668,26769245295.71399,2021,3,chhattisgarh
durg,TOTAL,8289193,11563387669.133894,2021,3,chhattisgarh
bilaspur,TOTAL,5603933,8478327761.385537,2021,3,chhattisgarh
janjgir champa,TOTAL,3691134,6044129725.467278,2021,3,chhattisgarh
raigarh,TOTAL,3676121,6178904602.829477,2021,3,chhattisgarh
korba,TOTAL,3562384,5269832115.824791,2021,3,chhattisgarh
rajnandgaon,TOTAL,2353407,3963184198.405422,2021,3,chhattisgarh
surguja,TOTAL,2006253,3418441123.0492086,2021,3,chhattisgarh
baloda bazar,TOTAL,1923490,3285959111.6154323,2021,3,chhattisgarh
mahasamund,TOTAL,1814073,3248154697.285629,2021,3,chhattisgarh
492009,TOTAL,5612983,8770212351.408337,2021,3,chhattisgarh
492001,TOTAL,3200184,4768793686.020849,2021,3,chhattisgarh
495001,TOTAL,2572993,3734896539.7337685,2021,3,chhattisgarh
497001,TOTAL,1635520,2760462757.7578793,2021,3,chhattisgarh
491001,TOTAL,1305695,1938305539.075568,2021,3,chhattisgarh
490023,TOTAL,1253256,1704542436.5901656,2021,3,chhattisgarh
491441,TOTAL,1124790,1803320186.7983453,2021,3,chhattisgarh
490006,TOTAL,1096245,1299467876.0104809,2021,3,chhattisgarh
496005,TOTAL,1006702,1784048704.1108124,2021,3,chhattisgarh
495450,TOTAL,1004357,1500182581.1138833,2021,3,chhattisgarh
raipur,TOTAL,23353982,36279287404.820206,2021,4,chhattisgarh
durg,TOTAL,10300130,14816073916.178635,2021,4,chhattisgarh
bilaspur,TOTAL,7784221,11326296354.842556,2021,4,chhattisgarh
raigarh,TOTAL,4987956,8118529781.855953,2021,4,chhattisgarh
korba,TOTAL,4813732,6967488786.247882,2021,4,chhattisgarh
janjgir champa,TOTAL,4713652,7509616301.088512,2021,4,chhattisgarh
rajnandgaon,TOTAL,2897306,4944916181.246885,2021,4,chhattisgarh
surguja,TOTAL,2774724,4648918490.631775,2021,4,chhattisgarh
baloda bazar,TOTAL,2428335,4125753409.5956497,2021,4,chhattisgarh
mahasamund,TOTAL,2324300,4025481736.7157373,2021,4,chhattisgarh
492009,TOTAL,8304401,12964571702.987217,2021,4,chhattisgarh
492001,TOTAL,4178829,6231047914.337536,2021,4,chhattisgarh
495001,TOTAL,3644800,4999084676.501506,2021,4,chhattisgarh
497001,TOTAL,2276401,3766123278.042672,2021,4,chhattisgarh
491001,TOTAL,1687886,2560648248.895311,2021,4,chhattisgarh
490023,TOTAL,1599521,2248105461.586821,2021,4,chhattisgarh
490006,TOTAL,1410015,1732682082.0393152,2021,4,chhattisgarh
491441,TOTAL,1395385,2296675958.189373,2021,4,chhattisgarh
495450,TOTAL,1373013,2011514280.4747252,2021,4,chhattisgarh
496005,TOTAL,1357792,2314581216.562727,2021,4,chhattisgarh
dadra and nagar haveli,TOTAL,92738,105807098.82670307,2018,1,dadra-&-nagar-haveli-&-daman-&-diu
daman,TOTAL,50218,63416803.35332492,2018,1,dadra-&-nagar-haveli-&-daman-&-diu
diu,TOTAL,5593,6434481.929188873,2018,1,dadra-&-nagar-haveli-&-daman-&-diu
396230,TOTAL,77416,87636730.73288153,2018,1,dadra-&-nagar-haveli-&-daman-&-diu
396210,TOTAL,31807,45382419.026559845,2018,1,dadra-&-nagar-haveli-&-daman-&-diu
396215,TOTAL,18076,17620423.0517951,2018,1,dadra-&-nagar-haveli-&-daman-&-diu
396235,TOTAL,15322,18170368.09382151,2018,1,dadra-&-nagar-haveli-&-daman-&-diu
362520,TOTAL,2681,3815255.6065886403,2018,1,dadra-&-nagar-haveli-&-daman-&-diu
362571,TOTAL,1724,1778092.8503577379,2018,1,dadra-&-nagar-haveli-&-daman-&-diu
362540,TOTAL,1020,628046.8778566738,2018,1,dadra-&-nagar-haveli-&-daman-&-diu
396220,TOTAL,335,413961.2749699699,2018,1,dadra-&-nagar-haveli-&-daman-&-diu
362570,TOTAL,168,213086.59438582062,2018,1,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli,TOTAL,128642,186926842.5467928,2018,2,dadra-&-nagar-haveli-&-daman-&-diu
daman,TOTAL,67705,104407321.93224815,2018,2,dadra-&-nagar-haveli-&-daman-&-diu
diu,TOTAL,6279,10736607.177110624,2018,2,dadra-&-nagar-haveli-&-daman-&-diu
396230,TOTAL,107488,158175937.8700928,2018,2,dadra-&-nagar-haveli-&-daman-&-diu
396210,TOTAL,42931,72414096.31243189,2018,2,dadra-&-nagar-haveli-&-daman-&-diu
396215,TOTAL,24403,31388224.686525453,2018,2,dadra-&-nagar-haveli-&-daman-&-diu
396235,TOTAL,21154,28750904.67670025,2018,2,dadra-&-nagar-haveli-&-daman-&-diu
362520,TOTAL,3563,6593600.730532296,2018,2,dadra-&-nagar-haveli-&-daman-&-diu
362571,TOTAL,1690,2467269.461487418,2018,2,dadra-&-nagar-haveli-&-daman-&-diu
362540,TOTAL,881,1471603.4288316348,2018,2,dadra-&-nagar-haveli-&-daman-&-diu
396220,TOTAL,371,605000.9332907782,2018,2,dadra-&-nagar-haveli-&-daman-&-diu
362570,TOTAL,145,204133.5562592716,2018,2,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli,TOTAL,177851,273261425.21412045,2018,3,dadra-&-nagar-haveli-&-daman-&-diu
daman,TOTAL,104637,160593811.8079571,2018,3,dadra-&-nagar-haveli-&-daman-&-diu
diu,TOTAL,7087,13784358.656098008,2018,3,dadra-&-nagar-haveli-&-daman-&-diu
396230,TOTAL,147182,231027621.23926872,2018,3,dadra-&-nagar-haveli-&-daman-&-diu
396210,TOTAL,64474,105714782.73660159,2018,3,dadra-&-nagar-haveli-&-daman-&-diu
396215,TOTAL,39682,54371575.11900766,2018,3,dadra-&-nagar-haveli-&-daman-&-diu
396235,TOTAL,30669,42233803.974851705,2018,3,dadra-&-nagar-haveli-&-daman-&-diu
362520,TOTAL,4313,8991943.769468328,2018,3,dadra-&-nagar-haveli-&-daman-&-diu
362571,TOTAL,1576,3597045.1004293105,2018,3,dadra-&-nagar-haveli-&-daman-&-diu
362540,TOTAL,977,899273.6644538083,2018,3,dadra-&-nagar-haveli-&-daman-&-diu
396220,TOTAL,481,507453.95234789746,2018,3,dadra-&-nagar-haveli-&-daman-&-diu
362570,TOTAL,221,296096.12174656213,2018,3,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli,TOTAL,247575,399434283.41724634,2018,4,dadra-&-nagar-haveli-&-daman-&-diu
daman,TOTAL,147005,240064159.060293,2018,4,dadra-&-nagar-haveli-&-daman-&-diu
diu,TOTAL,9502,19252174.323347375,2018,4,dadra-&-nagar-haveli-&-daman-&-diu
396230,TOTAL,205341,336872613.47805977,2018,4,dadra-&-nagar-haveli-&-daman-&-diu
396210,TOTAL,91229,159795360.8732372,2018,4,dadra-&-nagar-haveli-&-daman-&-diu
396215,TOTAL,54969,78880028.90316722,2018,4,dadra-&-nagar-haveli-&-daman-&-diu
396235,TOTAL,42234,62561669.93918641,2018,4,dadra-&-nagar-haveli-&-daman-&-diu
362520,TOTAL,5233,11360873.230397746,2018,4,dadra-&-nagar-haveli-&-daman-&-diu
362571,TOTAL,2903,5648464.117692966,2018,4,dadra-&-nagar-haveli-&-daman-&-diu
362540,TOTAL,1096,1951463.4595020716,2018,4,dadra-&-nagar-haveli-&-daman-&-diu
396220,TOTAL,807,1388769.2838886275,2018,4,dadra-&-nagar-haveli-&-daman-&-diu
362570,TOTAL,270,291373.5157545934,2018,4,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli,TOTAL,386213,505553450.4985651,2019,1,dadra-&-nagar-haveli-&-daman-&-diu
daman,TOTAL,259564,315877185.53074825,2019,1,dadra-&-nagar-haveli-&-daman-&-diu
diu,TOTAL,16037,21939140.020587962,2019,1,dadra-&-nagar-haveli-&-daman-&-diu
396230,TOTAL,320483,421520724.75977975,2019,1,dadra-&-nagar-haveli-&-daman-&-diu
396210,TOTAL,145955,208892938.21637568,2019,1,dadra-&-nagar-haveli-&-daman-&-diu
396215,TOTAL,112511,105539374.98606506,2019,1,dadra-&-nagar-haveli-&-daman-&-diu
396235,TOTAL,65730,84032725.73878577,2019,1,dadra-&-nagar-haveli-&-daman-&-diu
362520,TOTAL,7898,12394180.666337896,2019,1,dadra-&-nagar-haveli-&-daman-&-diu
362571,TOTAL,6300,7473792.769439252,2019,1,dadra-&-nagar-haveli-&-daman-&-diu
362540,TOTAL,1409,1601086.8457989504,2019,1,dadra-&-nagar-haveli-&-daman-&-diu
396220,TOTAL,1098,1444872.3283073723,2019,1,dadra-&-nagar-haveli-&-daman-&-diu
362570,TOTAL,430,470079.7390118655,2019,1,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli,TOTAL,276573,465450284.8957217,2019,2,dadra-&-nagar-haveli-&-daman-&-diu
daman,TOTAL,183953,303607607.8232254,2019,2,dadra-&-nagar-haveli-&-daman-&-diu
diu,TOTAL,29130,55383383.84612378,2019,2,dadra-&-nagar-haveli-&-daman-&-diu
396230,TOTAL,229045,389519722.1058071,2019,2,dadra-&-nagar-haveli-&-daman-&-diu
396210,TOTAL,111236,202373380.58958167,2019,2,dadra-&-nagar-haveli-&-daman-&-diu
396215,TOTAL,71495,99056958.41760334,2019,2,dadra-&-nagar-haveli-&-daman-&-diu
396235,TOTAL,47528,75930562.7899149,2019,2,dadra-&-nagar-haveli-&-daman-&-diu
362520,TOTAL,21704,40627554.17800613,2019,2,dadra-&-nagar-haveli-&-daman-&-diu
362571,TOTAL,5655,12129857.247605043,2019,2,dadra-&-nagar-haveli-&-daman-&-diu
362540,TOTAL,1356,2309413.869195806,2019,2,dadra-&-nagar-haveli-&-daman-&-diu
396220,TOTAL,1222,2177268.8160403357,2019,2,dadra-&-nagar-haveli-&-daman-&-diu
362570,TOTAL,415,316558.5513168012,2019,2,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli,TOTAL,385688,579621876.8486073,2019,3,dadra-&-nagar-haveli-&-daman-&-diu
daman,TOTAL,235860,348909463.4581386,2019,3,dadra-&-nagar-haveli-&-daman-&-diu
diu,TOTAL,17203,32940133.54162597,2019,3,dadra-&-nagar-haveli-&-daman-&-diu
396230,TOTAL,321026,484826521.3424107,2019,3,dadra-&-nagar-haveli-&-daman-&-diu
396210,TOTAL,144490,226559294.0729215,2019,3,dadra-&-nagar-haveli-&-daman-&-diu
396215,TOTAL,90050,120472135.25551468,2019,3,dadra-&-nagar-haveli-&-daman-&-diu
396235,TOTAL,64662,94795355.50619671,2019,3,dadra-&-nagar-haveli-&-daman-&-diu
362520,TOTAL,9441,17692347.90566071,2019,3,dadra-&-nagar-haveli-&-daman-&-diu
362571,TOTAL,5425,12849978.093659405,2019,3,dadra-&-nagar-haveli-&-daman-&-diu
362540,TOTAL,1792,1826162.00302335,2019,3,dadra-&-nagar-haveli-&-daman-&-diu
396220,TOTAL,1320,1878034.1297022616,2019,3,dadra-&-nagar-haveli-&-daman-&-diu
362570,TOTAL,545,571645.5392825069,2019,3,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli,TOTAL,465412,736360098.0195075,2019,4,dadra-&-nagar-haveli-&-daman-&-diu
daman,TOTAL,282085,443588793.8632827,2019,4,dadra-&-nagar-haveli-&-daman-&-diu
diu,TOTAL,21474,46692370.12824968,2019,4,dadra-&-nagar-haveli-&-daman-&-diu
396230,TOTAL,386314,614130571.5198164,2019,4,dadra-&-nagar-haveli-&-daman-&-diu
396210,TOTAL,174763,287041933.8727873,2019,4,dadra-&-nagar-haveli-&-daman-&-diu
396215,TOTAL,105431,153687707.37839586,2019,4,dadra-&-nagar-haveli-&-daman-&-diu
396235,TOTAL,79098,122229526.49969131,2019,4,dadra-&-nagar-haveli-&-daman-&-diu
362520,TOTAL,12820,25672376.285327867,2019,4,dadra-&-nagar-haveli-&-daman-&-diu
362571,TOTAL,6183,17904499.60168275,2019,4,dadra-&-nagar-haveli-&-daman-&-diu
362540,TOTAL,2000,2582867.811461056,2019,4,dadra-&-nagar-haveli-&-daman-&-diu
396220,TOTAL,1891,2859152.612099316,2019,4,dadra-&-nagar-haveli-&-daman-&-diu
362570,TOTAL,471,532626.4297780144,2019,4,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli,TOTAL,535805,813878312.368383,2020,1,dadra-&-nagar-haveli-&-daman-&-diu
daman,TOTAL,318808,482278970.26113427,2020,1,dadra-&-nagar-haveli-&-daman-&-diu
diu,TOTAL,23966,46606086.663000636,2020,1,dadra-&-nagar-haveli-&-daman-&-diu
396230,TOTAL,441116,671365594.9261298,2020,1,dadra-&-nagar-haveli-&-daman-&-diu
396210,TOTAL,197542,314823912.29752886,2020,1,dadra-&-nagar-haveli-&-daman-&-diu
396215,TOTAL,118443,163946665.98593232,2020,1,dadra-&-nagar-haveli-&-daman-&-diu
396235,TOTAL,94689,142512717.44225273,2020,1,dadra-&-nagar-haveli-&-daman-&-diu
362520,TOTAL,13048,24718258.57757958,2020,1,dadra-&-nagar-haveli-&-daman-&-diu
362571,TOTAL,7993,17911001.114005364,2020,1,dadra-&-nagar-haveli-&-daman-&-diu
396220,TOTAL,2823,3508391.977673139,2020,1,dadra-&-nagar-haveli-&-daman-&-diu
362540,TOTAL,2496,3515244.917610649,2020,1,dadra-&-nagar-haveli-&-daman-&-diu
362570,TOTAL,429,461582.05380505964,2020,1,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli,TOTAL,607115,819008453.120671,2020,2,dadra-&-nagar-haveli-&-daman-&-diu
daman,TOTAL,342171,440492998.5695746,2020,2,dadra-&-nagar-haveli-&-daman-&-diu
diu,TOTAL,23866,42875002.19781082,2020,2,dadra-&-nagar-haveli-&-daman-&-diu
396230,TOTAL,501163,685517651.4043604,2020,2,dadra-&-nagar-haveli-&-daman-&-diu
396210,TOTAL,210060,293082598.2688558,2020,2,dadra-&-nagar-haveli-&-daman-&-diu
396215,TOTAL,129647,144719463.21721458,2020,2,dadra-&-nagar-haveli-&-daman-&-diu
396235,TOTAL,105952,133490801.71631071,2020,2,dadra-&-nagar-haveli-&-daman-&-diu
362520,TOTAL,10170,14954548.269439694,2020,2,dadra-&-nagar-haveli-&-daman-&-diu
362571,TOTAL,9711,22168457.78781229,2020,2,dadra-&-nagar-haveli-&-daman-&-diu
362540,TOTAL,3421,4757967.5545071745,2020,2,dadra-&-nagar-haveli-&-daman-&-diu
396220,TOTAL,2464,2690937.0835044077,2020,2,dadra-&-nagar-haveli-&-daman-&-diu
362570,TOTAL,564,994028.5860516636,2020,2,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli,TOTAL,735433,1113115462.3887653,2020,3,dadra-&-nagar-haveli-&-daman-&-diu
daman,TOTAL,376291,584809492.9126781,2020,3,dadra-&-nagar-haveli-&-daman-&-diu
diu,TOTAL,26588,51864159.697919816,2020,3,dadra-&-nagar-haveli-&-daman-&-diu
396230,TOTAL,612080,919516792.6168573,2020,3,dadra-&-nagar-haveli-&-daman-&-diu
396210,TOTAL,240177,396068334.8469492,2020,3,dadra-&-nagar-haveli-&-daman-&-diu
396215,TOTAL,133805,186062492.63972354,2020,3,dadra-&-nagar-haveli-&-daman-&-diu
396235,TOTAL,123353,193598669.77190793,2020,3,dadra-&-nagar-haveli-&-daman-&-diu
362520,TOTAL,11810,20980716.072129883,2020,3,dadra-&-nagar-haveli-&-daman-&-diu
362571,TOTAL,10355,24001049.88871453,2020,3,dadra-&-nagar-haveli-&-daman-&-diu
362540,TOTAL,3765,5593842.166783568,2020,3,dadra-&-nagar-haveli-&-daman-&-diu
396220,TOTAL,2309,2678665.426005557,2020,3,dadra-&-nagar-haveli-&-daman-&-diu
362570,TOTAL,658,1288551.5702918216,2020,3,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli,TOTAL,1178976,1683480021.6173902,2020,4,dadra-&-nagar-haveli-&-daman-&-diu
daman,TOTAL,596994,921372876.4402872,2020,4,dadra-&-nagar-haveli-&-daman-&-diu
diu,TOTAL,41821,95658202.77082601,2020,4,dadra-&-nagar-haveli-&-daman-&-diu
396230,TOTAL,983398,1374632600.8369546,2020,4,dadra-&-nagar-haveli-&-daman-&-diu
396210,TOTAL,386879,614498158.3519889,2020,4,dadra-&-nagar-haveli-&-daman-&-diu
396215,TOTAL,203349,298144871.50685096,2020,4,dadra-&-nagar-haveli-&-daman-&-diu
396235,TOTAL,195578,308847420.7804359,2020,4,dadra-&-nagar-haveli-&-daman-&-diu
362520,TOTAL,23557,51879988.881247215,2020,4,dadra-&-nagar-haveli-&-daman-&-diu
362571,TOTAL,12306,33140156.79102123,2020,4,dadra-&-nagar-haveli-&-daman-&-diu
396220,TOTAL,6766,8729846.58144759,2020,4,dadra-&-nagar-haveli-&-daman-&-diu
362540,TOTAL,5159,9482020.154901681,2020,4,dadra-&-nagar-haveli-&-daman-&-diu
362570,TOTAL,799,1156036.9436559002,2020,4,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli,TOTAL,1218428,1825446563.9770944,2021,1,dadra-&-nagar-haveli-&-daman-&-diu
daman,TOTAL,664208,1043765962.724646,2021,1,dadra-&-nagar-haveli-&-daman-&-diu
diu,TOTAL,42608,96420384.49176355,2021,1,dadra-&-nagar-haveli-&-daman-&-diu
396230,TOTAL,1012000,1485582190.5625858,2021,1,dadra-&-nagar-haveli-&-daman-&-diu
396210,TOTAL,436569,706553627.961648,2021,1,dadra-&-nagar-haveli-&-daman-&-diu
396215,TOTAL,218763,324695232.2098592,2021,1,dadra-&-nagar-haveli-&-daman-&-diu
396235,TOTAL,206428,339864373.41451025,2021,1,dadra-&-nagar-haveli-&-daman-&-diu
362520,TOTAL,26897,58721427.68946643,2021,1,dadra-&-nagar-haveli-&-daman-&-diu
362571,TOTAL,10526,27398296.955953956,2021,1,dadra-&-nagar-haveli-&-daman-&-diu
396220,TOTAL,8876,12517102.553139005,2021,1,dadra-&-nagar-haveli-&-daman-&-diu
362540,TOTAL,4421,8927650.380544107,2021,1,dadra-&-nagar-haveli-&-daman-&-diu
362570,TOTAL,764,1373009.4657990413,2021,1,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli,TOTAL,1350893,1981679666.5277362,2021,2,dadra-&-nagar-haveli-&-daman-&-diu
daman,TOTAL,733176,1074079574.2247202,2021,2,dadra-&-nagar-haveli-&-daman-&-diu
diu,TOTAL,41014,101909220.66644716,2021,2,dadra-&-nagar-haveli-&-daman-&-diu
396230,TOTAL,1116145,1605778312.2955143,2021,2,dadra-&-nagar-haveli-&-daman-&-diu
396210,TOTAL,483461,729957855.3925527,2021,2,dadra-&-nagar-haveli-&-daman-&-diu
396215,TOTAL,244747,339007704.4311948,2021,2,dadra-&-nagar-haveli-&-daman-&-diu
396235,TOTAL,234748,375901354.2322214,2021,2,dadra-&-nagar-haveli-&-daman-&-diu
362520,TOTAL,22524,54226978.806524165,2021,2,dadra-&-nagar-haveli-&-daman-&-diu
362571,TOTAL,12826,37078042.59425647,2021,2,dadra-&-nagar-haveli-&-daman-&-diu
396220,TOTAL,4968,5114014.400972446,2021,2,dadra-&-nagar-haveli-&-daman-&-diu
362540,TOTAL,4701,7722440.825679861,2021,2,dadra-&-nagar-haveli-&-daman-&-diu
362570,TOTAL,963,2881758.439986662,2021,2,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli,TOTAL,1979522,2673225036.233348,2021,3,dadra-&-nagar-haveli-&-daman-&-diu
daman,TOTAL,1083689,1475259765.304812,2021,3,dadra-&-nagar-haveli-&-daman-&-diu
diu,TOTAL,66259,157454301.25334743,2021,3,dadra-&-nagar-haveli-&-daman-&-diu
396230,TOTAL,1638554,2161174008.8665886,2021,3,dadra-&-nagar-haveli-&-daman-&-diu
396210,TOTAL,711442,1004074143.2475473,2021,3,dadra-&-nagar-haveli-&-daman-&-diu
396215,TOTAL,358966,455842640.0651342,2021,3,dadra-&-nagar-haveli-&-daman-&-diu
396235,TOTAL,340968,512051027.36675966,2021,3,dadra-&-nagar-haveli-&-daman-&-diu
362520,TOTAL,43817,99557825.15305983,2021,3,dadra-&-nagar-haveli-&-daman-&-diu
362571,TOTAL,13815,39646220.35437848,2021,3,dadra-&-nagar-haveli-&-daman-&-diu
396220,TOTAL,13281,15342981.992130537,2021,3,dadra-&-nagar-haveli-&-daman-&-diu
362540,TOTAL,7258,15140901.551349917,2021,3,dadra-&-nagar-haveli-&-daman-&-diu
362570,TOTAL,1369,3109354.194559193,2021,3,dadra-&-nagar-haveli-&-daman-&-diu
dadra and nagar haveli,TOTAL,2651530,3463923579.431045,2021,4,dadra-&-nagar-haveli-&-daman-&-diu
daman,TOTAL,1417153,1895788566.3308911,2021,4,dadra-&-nagar-haveli-&-daman-&-diu
diu,TOTAL,88402,206127240.56872404,2021,4,dadra-&-nagar-haveli-&-daman-&-diu
396230,TOTAL,2185292,2785135349.772399,2021,4,dadra-&-nagar-haveli-&-daman-&-diu
396210,TOTAL,933996,1279955683.7605495,2021,4,dadra-&-nagar-haveli-&-daman-&-diu
396235,TOTAL,466238,678788229.6586452,2021,4,dadra-&-nagar-haveli-&-daman-&-diu
396215,TOTAL,460444,587732423.5031067,2021,4,dadra-&-nagar-haveli-&-daman-&-diu
362520,TOTAL,56563,126385882.98313463,2021,4,dadra-&-nagar-haveli-&-daman-&-diu
396220,TOTAL,22713,28100459.0672345,2021,4,dadra-&-nagar-haveli-&-daman-&-diu
362571,TOTAL,20903,59141887.35630301,2021,4,dadra-&-nagar-haveli-&-daman-&-diu
362540,TOTAL,9229,16955560.119017802,2021,4,dadra-&-nagar-haveli-&-daman-&-diu
362570,TOTAL,1707,3643910.110268616,2021,4,dadra-&-nagar-haveli-&-daman-&-diu
central delhi,TOTAL,2997714,4312145216.274474,2018,1,delhi
new delhi,TOTAL,883737,1478916789.169149,2018,1,delhi
south east delhi,TOTAL,562694,929543692.8225484,2018,1,delhi
west,TOTAL,545129,966855137.026748,2018,1,delhi
north west,TOTAL,387431,614242861.0675646,2018,1,delhi
north,TOTAL,361539,574580634.2506722,2018,1,delhi
east,TOTAL,357904,594248348.383992,2018,1,delhi
south,TOTAL,334361,597143870.4750924,2018,1,delhi
